model_name,x,y,speed,progress,thr,brk,rev
ppo_T1,180.0746504725892,510.39509024706285,90.9175193473143,299.601517826048,1.0,0.0,0.0
ppo_T1,176.49728625651667,510.14957110155046,89.64448667252685,303.82127002932435,1.0,1.0,0.0
ppo_T1,173.01340220412152,509.90773545008267,87.3066885068597,308.01842613280104,0.0,1.0,0.0
ppo_T1,169.62290131473523,509.66985732814084,84.97088575590116,310.09711487219647,0.0,1.0,0.0
ppo_T1,166.28318507589012,509.4327736278989,83.70302129002766,314.167317637698,1.0,1.0,0.0
ppo_T1,162.956960788552,509.19448895691625,83.3687126343838,318.00630640059296,0.0,0.0,0.0
ppo_T1,159.7239391165744,508.96083867373983,81.03634056052121,321.39855876907905,0.0,1.0,0.0
ppo_T1,156.58402812316328,508.7320340145663,78.7059107477142,324.0515675717696,0.0,1.0,0.0
ppo_T1,153.5371370309947,508.50827231715147,76.37741250185739,325.9906033650447,0.0,1.0,0.0
ppo_T1,150.5831761573943,508.2897378717402,74.05083619798506,325.9906033650447,0.0,1.0,0.0
ppo_T1,147.64233871750648,508.07070501499095,73.7245729056028,325.9906033650447,0.0,0.0,0.0
ppo_T1,144.71460716495287,507.85125862702574,73.39860676900221,340.7778439684817,0.0,0.0,0.0
ppo_T1,141.87967672891006,507.6374539102986,71.07453409140608,340.7778439684817,0.0,1.0,0.0
ppo_T1,139.09496214709083,507.4259597072433,69.81835852823112,341.11152807942284,1.0,1.0,0.0
ppo_T1,136.40291065207526,507.22039100409614,67.49722097764972,343.9307344392788,0.0,1.0,0.0
ppo_T1,133.68123596083575,507.0112939214746,68.24237464221987,346.9923440661467,1.0,0.0,0.0
ppo_T1,131.05215585499917,506.8083426468615,65.92254651659756,348.7605843889425,0.0,1.0,0.0
ppo_T1,128.5155869325614,506.6116460368189,63.60459621108016,352.5970388662521,0.0,1.0,0.0
